505,465,310,210
506,454,328,158
513,456,323,187
511,454,323,197
508,470,311,186
511,482,305,177
515,493,292,176
528,506,291,166
524,512,296,178
521,522,294,173
506,527,309,191
508,525,300,208
502,528,308,205
511,533,304,201
532,539,303,207
543,536,287,206
555,528,273,204
563,540,278,182
551,541,282,157
538,542,292,184
546,545,292,174
559,556,283,175
565,579,294,183
585,585,293,179
597,587,292,181
601,584,281,183
606,579,277,184
588,579,276,186
554,573,291,195
503,567,309,187
516,548,275,184
495,533,279,188
506,527,284,188
531,544,291,180
589,574,267,187
607,605,266,187
616,628,283,193
674,627,261,194
700,610,248,170
687,571,278,167
678,548,256,145
651,529,302,163
629,528,331,157
610,538,312,153
590,559,350,161
598,586,316,146
609,585,329,138
607,583,344,152
629,580,307,134
656,571,354,180
664,556,259,136
665,551,333,169
678,561,292,125
662,583,318,139
683,599,308,135
711,608,308,126
721,605,348,125
739,602,338,125
743,605,328,119
728,608,324,118
757,610,320,126
740,601,328,142
715,601,301,132
685,610,283,117
699,614,312,146
698,624,309,178
719,617,274,178
769,617,267,162
780,609,276,154
789,598,283,131
799,597,298,125
798,602,324,144
779,605,312,151
745,620,313,160
739,632,298,121
737,645,293,141
732,654,274,144
737,654,275,153
750,664,255,124
788,661,257,112
815,658,295,115
835,657,287,118
849,659,333,121
847,656,348,130
850,658,362,134
830,659,366,133
833,662,352,132
833,683,356,128
843,699,361,127
847,715,358,127
864,717,368,125
879,706,378,123
910,698,382,126
895,693,412,154
928,693,366,132
918,699,381,158
938,709,380,154
962,713,373,141
992,714,352,148
1016,707,357,176
1030,716,374,180
1014,716,379,193
1016,740,378,180
1038,762,366,154
1011,758,390,141
1026,757,366,133
1037,751,368,128
1056,730,375,140
1049,724,390,168
1058,709,409,162
1035,699,406,158
1042,688,414,165
1019,685,434,157
1045,680,392,160
1049,677,376,165
1086,674,356,149
1099,673,363,156
1079,675,375,174
1107,685,354,160
1110,689,357,168
1104,701,367,169
1098,700,369,162
1137,697,355,157
1147,688,356,148
1131,676,373,153
1126,663,370,151
1112,659,374,145
1114,661,361,138
1104,666,372,138
1100,687,349,132
1108,697,342,136
1132,694,346,156
1159,698,344,151
1165,702,348,133
1178,712,345,143
1167,719,356,154
1183,722,341,139
1220,733,327,142
1241,731,325,138
1261,714,321,124
1250,710,321,131
1254,705,302,129
1245,706,296,132
1262,679,270,157
1284,670,245,165
1300,669,248,150
1305,643,252,143
1324,622,251,144
1306,626,261,126
1266,596,247,144
1234,589,254,158
1225,579,278,157
1221,571,268,175
1227,585,246,193
1233,609,251,137
1215,632,262,140
1209,646,275,137
1181,660,275,151
1138,680,294,132
1102,705,295,146
1110,717,297,138
1132,722,283,151
1156,710,268,130
1169,695,273,118
1192,672,284,114
1202,661,271,120
1185,659,278,132
1190,660,269,135
1184,660,266,140
1169,664,263,140
1142,672,258,134
1160,677,255,128
1178,663,208,131
1153,658,248,119
1171,656,226,130
1165,664,257,126
1162,666,271,110
1159,663,268,115
1175,655,258,111
1166,660,256,125
1152,659,259,111
1155,645,202,103
1152,643,222,106
1152,643,200,104
1151,646,241,111
1134,651,233,106
1125,647,238,103
1105,652,249,112
1083,645,265,111
1046,661,222,104
1058,649,228,108
1095,638,217,107
1199,626,222,115
1174,617,241,121
1187,626,231,121
1208,665,245,123
1206,721,260,107
1180,731,256,109
1180,717,267,111
1218,707,244,111
1283,674,237,105
1317,623,218,100
1299,619,229,93
1228,619,223,88
1155,612,202,99
1139,620,202,100
1143,611,182,108
1132,609,176,111
1122,621,176,120
1134,636,154,124
1138,642,142,121
1146,641,139,121
1158,644,135,118
1186,652,133,120
1184,656,126,110
1170,657,123,106
1171,651,127,99
1168,655,135,97
1165,658,143,103
1148,658,159,109
1115,665,166,106
1129,660,161,93
1123,651,180,105
1139,650,184,96
