1017,418,290,34
940,428,302,154
844,107,187,98
842,101,177,211
841,115,207,277
538,457,299,121
849,101,165,96
845,102,161,109
840,117,173,201
846,104,171,100
845,102,164,135
843,100,169,97
842,101,168,191
730,119,216,303
588,412,458,145
607,52,417,361
712,279,160,198
843,102,171,117
841,100,170,103
839,99,169,216
784,110,203,281
466,180,349,262
701,305,270,238
522,145,441,359
636,274,172,205
766,94,183,105
768,83,166,115
774,71,173,100
778,55,170,110
522,268,247,127
297,55,287,33
272,47,215,149
345,181,182,246
104,256,474,153
118,192,554,202
404,194,417,178
401,245,161,181
289,17,226,193
233,199,297,227
231,211,464,224
235,187,564,348
203,296,230,135
201,6,220,171
203,3,207,169
200,4,210,161
199,6,216,165
163,11,259,164
246,96,238,321
166,341,297,84
0,167,457,236
73,422,604,163
41,135,427,296
60,268,449,223
71,247,653,52
71,247,653,52
264,64,207,160
160,108,284,162
132,243,194,79
200,295,218,166
70,264,273,202
158,241,431,308
272,327,175,211
80,60,423,594
219,389,324,271
27,507,550,111
389,100,213,130
519,47,175,113
601,27,177,104
756,46,172,103
794,59,169,100
827,95,171,210
820,121,180,212
731,236,321,214
731,236,321,214
587,426,311,252
517,447,346,257
577,330,303,324
603,416,172,205
658,227,171,398
227,530,536,103
474,388,295,228
97,0,618,656
363,385,278,285
0,450,532,269
357,328,218,245
0,102,567,485
408,334,256,239
580,224,230,320
527,299,227,195
327,79,543,483
604,328,216,229
519,370,409,249
545,554,308,112
757,253,173,207
719,299,190,195
696,349,181,253
610,270,200,453
469,305,255,383
88,248,592,476
354,427,282,221
0,35,631,639
460,380,232,312
333,515,334,84
715,139,162,126
726,159,172,236
516,21,205,587
448,356,330,252
593,399,237,238
534,206,173,115
721,108,177,203
442,386,346,160
464,386,200,117
474,232,215,285
325,373,265,170
391,249,317,236
0,393,635,157
159,370,461,155
337,311,374,207
156,268,462,268
457,221,236,252
481,285,240,204
273,418,388,116
598,78,183,351
151,483,514,81
0,284,640,295
241,252,273,278
102,502,352,63
0,227,412,358
124,336,275,165
0,251,380,230
