685,399,284,201
641,406,311,193
642,428,189,171
638,408,264,196
637,426,210,179
633,423,330,184
643,420,308,179
639,426,213,175
637,436,215,162
642,411,317,193
642,419,218,179
637,411,317,192
628,398,321,200
559,412,294,197
615,450,325,191
692,488,324,192
760,556,316,191
791,640,290,160
788,642,318,183
845,652,321,166
873,614,327,190
882,570,206,181
865,479,346,210
1028,460,323,186
1059,418,330,202
1082,440,163,159
1066,417,324,195
970,431,322,188
872,447,323,185
786,445,319,193
723,453,316,180
626,447,331,187
604,462,309,167
563,433,330,192
553,445,297,191
539,498,277,178
565,524,326,201
562,562,318,197
481,590,337,210
388,608,351,212
307,614,365,194
239,577,366,206
271,537,360,214
323,488,353,210
366,443,351,202
402,437,329,188
481,397,340,206
560,406,313,186
626,427,323,198
651,443,328,194
687,475,319,195
682,498,313,202
652,516,331,200
657,545,314,190
663,565,231,189
636,571,333,191
570,578,335,188
474,550,346,213
411,561,340,186
369,523,349,204
319,494,356,202
309,439,359,210
336,396,351,210
358,348,344,209
377,301,345,210
410,252,349,211
434,225,265,197
480,195,336,209
532,181,334,202
599,187,328,195
631,204,335,209
654,227,326,200
700,247,329,207
769,269,311,200
784,297,289,190
778,312,299,209
739,337,311,201
727,376,309,193
702,404,325,203
665,428,327,206
652,446,322,202
618,473,206,192
591,498,229,174
560,441,337,233
500,466,314,192
444,474,224,180
441,442,105,189
471,404,306,217
490,366,336,207
530,330,335,202
557,269,357,211
618,235,332,204
653,235,273,186
652,208,331,196
677,221,189,177
634,230,50,173
679,260,188,182
650,266,83,203
718,289,201,192
725,286,327,212
767,305,329,213
842,342,323,203
913,374,225,191
933,389,340,190
944,384,259,190
922,399,269,164
907,324,319,230
919,361,195,168
952,326,324,206
1008,321,186,175
1074,294,343,213
1168,274,351,222
1256,325,369,234
1325,377,374,237
1372,481,205,179
1332,476,215,195
1243,461,317,216
1143,487,206,155
1059,438,317,203
1001,447,312,176
935,445,263,170
857,395,326,221
821,429,181,171
792,405,322,194
757,394,322,206
692,407,317,200
600,412,329,217
457,472,345,187
382,473,353,195
286,475,273,203
286,440,360,214
298,420,330,199
277,364,329,210
283,340,363,208
319,276,357,215
410,258,342,206
518,243,339,204
568,251,329,204
594,270,195,195
606,301,194,175
637,339,323,197
627,389,309,187
575,443,227,209
545,483,254,213
510,535,343,214
432,632,203,156
352,605,333,227
325,621,237,204
331,591,362,220
335,529,350,219
380,468,349,218
476,428,247,202
575,430,345,180
649,424,324,190
687,435,324,198
700,498,258,172
696,512,331,208
726,612,213,169
742,629,259,198
732,694,210,186
743,711,329,186
728,725,214,186
739,743,334,181
736,741,332,184
703,769,205,169
719,745,331,186
781,709,296,187
820,676,309,198
834,634,323,199
819,654,196,148
827,569,330,211
850,599,192,146
856,511,333,206
924,507,336,195
990,512,303,199
983,598,194,133
982,584,208,183
997,608,226,177
992,634,346,204
1005,629,332,211
1001,666,251,176
1022,700,275,166
1015,718,176,163
988,695,213,176
1003,671,230,180
1023,603,345,230
1065,627,341,177
1026,624,347,173
856,585,332,209
792,591,324,203
706,593,332,184
671,569,334,186
689,516,297,187
757,495,293,189
746,508,319,187
799,511,312,195
717,496,323,198
635,489,327,191
559,429,324,200
557,375,329,199
547,270,331,210
514,228,342,207
557,171,333,203
622,130,332,213
663,133,238,187
