744,327,437,342
764,314,405,319
762,308,425,327
766,314,417,321
768,314,407,328
760,311,422,329
774,314,442,345
774,309,389,336
760,305,425,345
768,309,403,324
759,313,427,333
764,312,411,321
764,308,415,332
768,311,407,324
762,314,265,203
766,321,408,311
757,314,427,329
742,314,436,331
763,311,570,369
786,312,371,309
770,314,350,180
757,319,432,309
771,310,402,322
772,308,406,313
744,324,773,420
1012,317,451,359
539,297,413,294
546,292,435,342
757,310,594,360
490,304,404,325
481,308,519,318
957,322,424,347
584,308,802,375
1162,320,404,344
715,303,60,341
547,312,246,168
695,285,398,275
709,278,425,335
769,306,698,395
1118,303,568,362
1157,327,514,382
1247,313,409,350
765,318,405,321
766,316,407,318
763,310,414,332
764,312,413,334
759,305,387,291
661,316,747,316
1256,320,417,373
747,312,416,350
582,309,443,348
564,292,407,343
400,309,450,346
430,296,423,342
361,299,447,355
377,301,451,358
378,303,456,330
372,303,453,321
382,303,678,346
389,301,414,313
570,366,628,341
713,337,664,346
800,377,757,379
1224,443,441,377
836,402,445,342
953,382,412,346
970,357,418,306
925,348,424,328
1233,361,477,381
627,349,740,369
726,353,704,364
980,359,401,354
475,277,595,284
510,243,443,338
1108,334,443,363
1189,337,405,373
1167,334,586,385
1156,325,764,438
967,293,348,320
786,259,425,342
724,241,414,331
908,270,645,383
953,287,457,344
784,265,604,380
904,294,415,353
350,218,561,354
856,294,362,325
357,211,331,154
306,223,251,295
324,221,278,42
293,171,277,61
106,2,97,213
192,4,192,413
558,237,363,356
1185,330,364,376
776,291,401,330
788,299,422,344
862,319,425,331
855,315,411,343
745,298,477,336
607,263,433,339
508,234,714,389
949,294,367,334
857,272,385,333
623,230,567,366
792,274,380,352
287,207,543,371
767,298,385,318
231,235,485,354
672,303,432,339
532,260,480,348
555,262,422,349
554,252,413,331
547,246,428,344
56,106,208,37
120,1,109,136
119,4,108,145
129,1,109,154
234,14,113,163
187,186,280,22
137,163,111,145
383,1,94,161
226,104,111,177
278,2,133,97
343,10,145,105
507,4,87,217
619,10,242,216
694,41,441,335
1204,82,524,406
893,35,436,342
985,3,413,369
978,0,472,356
1236,16,115,335
812,19,365,173
367,221,252,163
5,283,555,142
341,272,289,170
193,282,467,182
347,279,311,187
460,310,213,154
113,329,191,145
428,312,156,142
278,303,255,161
89,325,262,147
0,298,184,182
111,356,97,130
0,144,250,136
135,221,390,246
405,238,456,354
328,231,447,367
837,325,389,328
382,245,811,408
789,320,370,292
239,212,392,197
292,241,714,444
940,377,432,356
523,311,436,352
616,345,429,355
743,378,415,352
823,399,403,340
839,391,409,355
803,376,403,330
692,330,431,356
677,296,417,331
664,280,408,357
647,265,419,353
590,247,424,352
493,220,435,365
720,286,568,374
633,263,552,386
637,258,435,352
572,243,439,370
473,219,443,354
402,205,447,385
311,189,472,371
279,187,454,388
257,190,453,395
252,195,467,357
363,208,459,372
493,235,456,372
761,288,421,346
732,270,647,402
400,226,332,317
735,261,425,347
814,245,401,339
836,239,405,338
833,223,402,338
821,224,412,339
