788,905,51,143
807,875,79,148
813,817,121,135
830,737,126,119
843,707,103,120
865,688,50,127
851,676,51,126
847,647,45,135
843,644,46,130
828,654,63,124
825,654,66,127
835,662,55,127
848,678,54,126
851,694,115,124
858,689,161,134
886,692,130,121
939,673,121,136
983,663,109,127
980,663,117,127
965,664,117,124
931,657,123,129
906,646,130,143
899,621,143,191
971,604,76,198
996,642,55,128
1008,632,41,147
880,568,76,172
853,595,57,131
813,491,79,227
824,600,217,180
787,651,86,148
781,687,76,105
797,677,49,125
802,676,43,127
806,663,47,131
794,551,122,88
795,555,112,84
810,671,50,143
803,601,57,164
782,639,67,141
780,627,67,132
778,585,87,139
784,529,84,145
786,489,257,223
874,513,182,235
740,356,102,132
731,317,103,136
718,301,143,147
685,287,112,141
689,287,98,139
686,291,98,139
695,290,97,136
714,291,91,136
738,300,103,137
762,308,104,139
787,320,94,134
806,320,89,136
812,321,87,132
808,317,93,133
806,319,95,131
808,322,93,129
806,321,96,131
808,319,95,131
809,316,95,133
812,318,98,132
816,323,106,129
816,325,114,130
824,331,125,131
831,335,126,127
850,349,120,123
865,356,117,118
872,365,116,114
883,379,118,105
888,383,115,101
890,395,115,90
882,407,113,75
887,407,109,74
884,407,120,73
889,413,123,79
896,417,122,82
907,412,122,88
939,408,115,92
963,398,113,98
993,385,104,99
1018,378,96,96
1040,376,98,97
1053,394,100,66
1054,432,83,172
1063,355,80,83
1071,369,66,95
1084,385,53,122
1101,406,49,128
1106,434,47,121
1108,459,48,136
1111,490,49,129
1111,514,48,133
1092,565,53,121
1065,612,71,118
997,671,106,124
946,692,116,129
898,698,117,128
809,708,139,132
785,706,128,135
737,685,132,133
699,661,132,135
676,644,123,132
650,629,120,134
638,643,110,130
618,684,109,140
624,716,99,138
653,724,124,139
682,684,145,127
698,623,146,116
668,621,147,125
582,609,152,138
487,559,125,143
442,519,97,135
457,569,105,115
513,677,102,111
606,673,109,148
734,631,107,134
764,594,153,110
759,580,111,137
682,574,84,149
538,543,120,123
400,764,89,88
532,587,83,86
578,616,116,137
646,623,144,121
637,626,146,101
546,656,152,133
467,659,137,141
405,600,104,135
402,550,82,128
451,561,64,131
519,606,61,132
613,646,107,131
662,618,132,105
669,580,145,104
629,575,143,136
553,592,113,137
491,567,120,134
493,552,108,129
537,558,85,131
606,559,66,127
618,534,80,125
580,490,126,126
550,475,134,132
518,455,133,134
507,436,130,133
510,395,130,134
529,385,129,135
560,364,110,129
593,326,78,137
632,275,68,139
675,255,84,131
737,251,131,123
771,257,146,134
792,271,138,139
801,282,131,144
830,293,135,142
850,300,133,138
883,307,138,135
909,308,134,133
919,295,131,133
944,278,115,140
983,286,102,139
1004,303,110,134
1050,316,116,129
1098,325,113,130
1143,335,107,123
1177,349,98,126
1207,368,70,131
1216,406,48,129
1200,489,63,130
1193,550,71,122
1199,632,79,114
1211,693,76,122
1209,743,74,130
1192,833,81,139
