1143,356,295,294
1142,353,292,300
1108,352,288,297
871,356,299,281
1016,351,400,297
1086,345,339,303
1133,311,298,302
1141,277,284,304
1129,229,284,301
1124,200,286,314
1113,198,292,307
1095,205,283,304
1100,234,276,306
1108,270,277,306
1051,306,267,298
1110,329,277,298
1113,330,288,298
1114,338,283,300
1116,350,281,296
1121,354,261,293
1117,356,270,296
1108,356,267,294
1111,353,286,295
1116,355,271,294
1110,355,274,295
1113,354,273,296
1084,353,294,297
1105,344,296,298
1093,326,278,300
1051,285,298,296
951,307,190,286
1110,334,278,298
865,446,288,289
1143,485,298,309
898,568,460,285
1024,510,308,315
677,532,282,297
949,384,293,305
737,378,279,290
828,328,457,278
1082,260,297,309
1052,273,304,306
1104,286,305,315
1085,298,299,313
1066,310,303,313
898,354,228,310
1019,334,307,304
1028,332,286,302
1019,339,285,299
933,350,328,288
969,337,283,298
975,317,278,301
929,301,305,300
936,273,276,300
916,253,285,300
939,245,306,298
1033,268,296,296
782,305,264,281
1109,311,286,302
816,344,284,276
925,374,288,284
961,401,244,282
1288,374,309,310
1304,347,322,321
1302,307,314,314
1228,260,292,309
800,264,315,277
954,211,386,295
1056,205,290,312
983,236,278,300
931,274,298,307
616,345,367,267
788,347,303,292
788,366,300,294
838,393,291,295
700,420,439,297
918,447,275,303
909,487,319,303
977,527,278,306
974,545,316,303
1020,550,305,300
1095,544,285,301
1064,517,318,305
1113,473,306,308
1071,450,350,303
1073,438,283,300
949,422,331,290
1144,367,309,309
949,380,434,289
1044,349,284,303
1041,336,270,302
982,334,286,294
902,341,281,294
633,366,372,288
770,373,291,296
763,395,278,290
831,447,268,297
836,484,274,299
855,524,292,303
941,557,292,298
1017,553,281,297
760,564,283,285
797,538,264,287
835,499,326,279
1087,439,302,301
1102,409,331,305
1020,403,432,291
913,408,277,283
1200,349,302,313
612,415,475,243
1152,329,289,302
1120,306,307,309
1054,289,327,306
841,320,269,284
977,333,314,297
938,362,320,292
907,405,339,300
988,445,286,301
852,489,295,297
933,524,281,299
872,553,282,300
815,559,286,295
717,524,296,296
716,493,272,301
722,466,282,300
467,476,418,285
800,423,290,300
843,415,298,300
933,411,301,308
977,415,323,311
1008,439,295,313
830,520,426,277
971,513,308,313
681,585,411,283
509,626,289,298
719,546,304,307
365,562,290,317
386,514,289,301
720,420,321,294
845,371,301,304
666,383,277,286
1080,294,269,303
1150,294,293,305
898,340,244,278
1235,348,304,310
1242,398,352,319
1277,453,306,320
700,463,228,252
1168,482,185,299
1093,469,304,297
1039,433,304,308
1027,405,288,305
969,337,292,296
865,298,359,294
922,263,280,298
919,271,267,293
773,300,380,290
761,322,229,292
880,372,286,293
879,447,304,294
862,499,300,298
892,529,294,297
880,562,239,299
997,572,299,296
879,562,385,289
1042,540,246,307
1143,519,305,305
1208,476,304,310
944,458,267,290
993,443,389,279
1172,392,332,300
1152,369,357,310
878,404,327,282
898,396,449,280
1038,401,285,304
972,436,309,295
959,439,286,292
549,406,283,285
754,332,266,293
623,294,302,300
427,308,516,278
269,335,381,277
722,263,283,303
725,261,306,306
809,277,280,301
464,360,362,275
973,345,275,304
1034,383,279,304
1093,439,294,307
1099,480,310,308
874,557,347,287
1055,575,372,309
897,596,257,293
949,583,453,305
1099,504,304,310
1098,388,301,305
1113,319,290,303
1115,275,291,302
1079,233,279,303
946,220,388,303
1016,204,290,311
546,240,390,263
926,164,300,302
833,200,270,292
859,254,289,300
732,310,283,300
